0	58.8403	55.0159	70.3137	95.567	27.0009	28.0669	54.1002	41.9797	34.0904	27.4748	50.0587	55.8521	40.5679	32.7112	50.2353	84.3779	12.1405	22.6895	14.483	38.4734	22.025	15.7448	21.9501	20.0514	55.4313	53.7014	99.8123	73.5918	23.4914	25.8983	19.0703	17.6944	37.2434	18.5834	28.6051	31.7533	27.578	18.8045	17.1079	20.3858	64.4727	87.5238	65.156	73.4216	40.882	25.7417	38.7039	36.3873	38.5308	19.8325	21.4351	66.5607	5.52103	12.3459	7.18842	15.2062	0	0	0	0	0	0	0	0	0.0048852	23.4367	25.0385	27.1014	0.002442	9.90282	6.23464	9.23005	0.002442	9.13125	4.56615	6.49617	0.0048852	30.0391	52.5344	54.5039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	10.0686	9.63567	11.8221	14.6006	5.03119	6.98176	9.72075	6.54949	5.32934	4.88913	7.42237	9.11339	6.4432	5.32934	9.81616	11.4338	3.5809	4.31167	4.76036	9.8835	4.74973	3.82849	4.74973	4.13389	8.09987	7.76236	13.7587	8.71174	4.30168	5.00916	3.82383	2.8	6.92562	4.72322	6.04387	6.53613	5.22111	3.76344	4.09013	4.27675	12.5799	15.8097	13.3923	14.3375	7.87086	5.69349	7.60206	6.76627	9.339	4.6025	5.19852	11.0917	2.57985	4.56097	3.1072	5.27218	0	0	0	0	0	0	0	0	0.0048852	6.18333	6.46964	4.75504	0.002442	5.37538	3.84251	4.46328	0.002442	9.12232	4.55062	6.4432	0.0048852	4.82447	9.0689	8.82353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	14.4537	12.9725	16.5113	19.9634	6.72519	9.40313	13.2727	9.13125	7.15243	6.68432	10.4289	12.8189	8.62665	7.21008	12.8955	16.0892	4.4735	5.80247	5.90062	12.6549	6.36436	5.01466	6.4498	5.56823	11.5013	10.6869	19.0496	12.3948	5.66348	6.68432	4.99817	3.76807	9.57935	6.22821	8.25312	9.02462	6.78689	4.86212	5.24377	5.61571	17.398	22.3028	18.8858	20.0955	10.7392	7.87086	10.2072	9.25717	12.4685	6.10063	6.8768	15.826	2.98257	5.35232	3.60797	6.41026	0	0	0	0	0	0	0	0	0.002442	7.9021	8.61818	6.39056	0.002442	6.84211	4.73911	5.73569	0.002442	9.60747	4.68627	6.73203	0.0048852	6.52946	12.4808	12.3337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	23.2738	20.2511	26.1518	33.482	10.6036	14.0517	21.0774	15.3779	11.389	10.5726	17.4715	20.6587	13.8001	11.7641	19.876	27.2364	6.24752	9.26623	8.05996	18.4444	9.36643	7.3854	9.32075	8.30206	19.2571	17.8072	32.0534	20.7046	8.83218	10.5005	7.64757	6.20253	14.5416	8.98934	11.741	13.379	10.1278	7.26813	7.40017	8.30206	27.0009	34.8631	29.1587	31.332	16.859	11.9389	15.616	14.6747	18.3068	9.03346	9.80658	25.5864	3.43391	6.71837	4.18283	7.82419	0	0	0	0	0	0	0	0	0.0048852	11.5352	12.6925	10.368	0.002442	8.46709	5.60976	7.1023	0.002442	10.0391	4.80839	6.9888	0.0048852	10.2272	19.4042	19.8108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	30.3547	26.8014	34.329	45.8038	13.9953	17.3067	27.4064	20.7508	15.2372	13.7587	23.3822	26.9342	18.4444	15.7772	25.7729	37.0805	7.56432	12.2126	9.69231	23.0323	11.7179	9.08667	11.5806	10.5108	25.7729	24.1903	43.1948	28.5687	11.4675	13.5673	9.77789	8.22064	19.0085	11.1899	15.0061	17.3067	12.9339	9.26623	9.10448	10.368	35.1101	45.9563	37.0805	40.8189	21.411	14.8695	19.9196	18.9266	22.768	11.3111	12.1047	33.6674	3.62155	7.03119	4.42762	8.63512	0	0	0	0	0	0	0	0	0.0048852	14.0517	15.6	13.4997	0.002442	9.21201	5.97504	7.94131	0	10.4391	4.92168	7.21732	0.0048852	13.4325	25.0385	26.0881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	62.2399	60.4991	79.628	99.5187	28.7879	29.4225	58.7248	43.6126	35.5617	28.1733	52.2492	57.4794	42.5802	34.9616	53.9002	87.9904	13.4057	25.7417	16.3918	42.9199	23.4367	16.8943	23.9917	21.3629	57.7025	57.4794	106.695	77.1489	25.6484	28.7879	21.2195	19.1946	39.7691	20.6129	31.1245	33.8075	29.5749	20.2065	18.3853	21.9252	68.3174	93.6962	72.0842	81.4286	43.264	27.2702	42.5802	39.29	40.7559	21.6783	23.6842	72.0842	4.31167	8.94542	5.30071	11.1025	0	0	0	0	0	0	0	0	0.002442	16.0394	18.6634	19.1738	0.002442	12.0097	7.20286	10.2472	0.002442	11.2558	5.15914	7.68566	0.0048852	31.4995	56.2783	57.5908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	9.04231	8.37595	9.60747	13.8001	4.6338	4.70208	7.44463	6	4.85673	3.88475	5.34657	6.27334	5.83913	4.44797	7.58695	9.41232	2.91299	3.65333	3.84251	8.1802	3.80519	2.75218	4.2025	3.67613	7.00291	6.86291	9.60747	8.26126	3.73114	4.05146	2.99905	2.54518	5.48582	3.55394	4.96529	5.23243	4.36185	2.99492	3.49588	3.64878	9.95129	12.5179	9.05116	12.0334	5.96259	3.85656	6	5.70552	7.70095	3.72194	4.25191	9.96101	1.46055	2.43851	1.64298	2.45742	0	0	0	0	0	0	0	0	0.002442	2.44228	2.84818	2.34107	0.002442	3.35943	2.14349	2.28186	0.002442	11.2448	5.15353	7.5945	0.0048852	3.9225	7.67803	7.60206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	14.7492	12.2851	15.098	22.0752	6.88376	7.1023	11.9742	9.77789	7.1023	5.75385	8.53394	10.6869	8.746	6.60316	11.168	16.1893	3.82383	5.26649	5.081	11.5352	5.4275	3.82383	5.93774	5.32361	11.389	10.4595	15.2996	13.5809	5.40429	5.82689	4.26184	3.84719	8.19636	4.99817	6.84211	7.72393	6.22821	4.16321	4.95436	5.36384	15.584	19.8325	14.7194	19.362	8.77177	5.66348	8.86688	8.63512	11.5126	5.43331	6.27981	16.0892	4.21729	6.79377	5.04776	8.48375	0	0	0	0	0	0	0	0	0.002442	3.37251	4.35179	3.63969	0	4.23705	2.70471	2.99905	0.002442	11.7641	5.32934	7.93345	0.0048852	5.77204	12.2005	12.069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	24.2475	20.0073	25.3103	37.2979	10.9407	11.3111	20.8202	17.0363	11.6834	9.45843	15.4094	19.1323	13.4593	10.2973	16.5629	28.4601	5.59193	8.91917	7.45951	17.7507	8.43384	5.89445	9.18501	8.34304	19.7674	17.9781	27.2025	23.2738	8.81488	9.47694	6.84903	6.46302	13.7587	7.77007	11.1461	12.5179	9.7588	6.46964	7.37065	8.33483	25.3103	34.1379	25.2799	31.4575	14.3955	9.43996	14.4976	14.2654	17.9781	8.46709	9.87385	28.0316	5.06436	8.56754	6.13869	10.5933	0	0	0	0	0	0	0	0	0.0048852	4.52482	5.95016	5.13114	0.002442	5.62762	3.64424	4.4327	0.002442	12.1525	5.45077	8.19636	0.0048852	9.65451	20.3183	20.5444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	35.6633	30.6753	38.7039	56.1712	16.1391	17.1438	31.5838	25.2496	18.1512	14.5269	25.0085	30.1569	21.5319	17.1618	25.7105	47.1269	7.71626	13.7863	10.1377	25.0685	12.2972	8.75458	13.0501	11.9389	30.9191	28.9724	47.7715	37.6279	13.2463	14.483	10.4187	9.69231	20.7508	11.5579	16.4599	18.7036	14.4537	9.87385	10.2572	11.8337	37.6834	51.8731	38.245	46.4187	22.025	14.3955	21.7519	21.4593	25.3103	12.3094	13.7587	41.2641	6.75256	11.9155	8.25312	14.6896	0	0	0	0	0	0	0	0	0.002442	6.80755	8.75458	7.68566	0.002442	8.83218	5.46828	6.93262	0.002442	12.4561	5.56231	8.45877	0.0048852	15.1134	29.6515	30.9191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
